user,item,feature1,feature2,target
122,998,0.5924529283759319,0.9879465513480457,1
23,589,0.28331109868990634,0.47923132234835863,1
219,640,0.7617222284246642,0.05441624526503319,1
181,78,0.5395399241153259,0.9152461812462964,1
282,421,0.6386137478544727,0.7097965459456788,1
135,10,0.9672964256708201,0.6795694366172039,1
70,102,0.255684854227082,0.957251772188771,1
72,601,0.2874924878076962,0.5680283609746087,1
297,240,0.975234705231379,0.24989131306661327,1
235,684,0.8724272373215346,0.42265676717519074,1
173,823,0.009313988328945366,0.09592754171490703,1
38,189,0.9165909052863996,0.5305949314705682,1
169,235,0.31999245461322634,0.2534600070177374,1
61,914,0.6772719670089796,0.14695581323225893,1
73,714,0.915000668314193,0.4796119005721424,1
217,931,0.711486554228933,0.6649397328388091,1
180,974,0.6524975904853979,0.9307711690328717,1
25,689,0.562015606008897,0.4552983854631354,1
221,812,0.8238372299129849,0.5219386651769992,1
125,851,0.34567201481859045,0.15126948728244594,1
76,812,0.4091014803427414,0.6698379868444676,1
123,899,0.4239697042739181,0.05182281908060926,1
37,907,0.20518702027991564,0.006447257914383275,1
101,905,0.9204932366608509,0.18845556689388232,1
43,597,0.005725697794767393,0.9527705850170316,1
47,740,0.39434557048493857,0.41143099832081453,1
32,106,0.5602490561664311,0.16183963509048815,1
230,495,0.5154178964440876,0.3785321785507363,1
0,755,0.18896475772694077,0.7123176850140466,1
177,487,0.38749458735597886,0.22886175122825547,1
172,980,0.6235866263304227,0.8644347357108229,1
232,590,0.1604687760163902,0.34899291544669653,1
2,534,0.4778454234827887,0.1830431624626011,1
220,794,0.3436645832411598,0.26800410676615805,1
261,869,0.3249937519519184,0.09523762781702527,1
169,260,0.09173720193091528,0.14255470871459364,1
26,665,0.6525450381413407,0.7570538128946864,1
71,934,0.9788081716889171,0.9402121924694198,1
126,612,0.9162416201852637,0.037975859923865096,1
220,691,0.7029575961344368,0.529554677876024,1
267,862,0.7879623468052178,0.6168159113899216,1
251,305,0.40819575440038514,0.5427859384402305,1
269,777,0.1080886818547151,0.009849939175693101,1
8,968,0.637310417524808,0.8002619203045992,1
288,548,0.549695939728001,0.11490028967113286,1
206,590,0.7085726260392969,0.11478377989585065,1
134,671,0.38080415426461045,0.2860973409151828,1
37,763,0.4973395408739999,0.755143147700402,1
89,998,0.8111074925405501,0.28082877506447224,1
297,924,0.4050227780843074,0.7264595096116468,1
50,725,0.7769984173970306,0.9385581999689943,1
266,94,0.8823371632169458,0.9255389110424704,1
225,358,0.3292601846134763,0.1151570122492902,1
211,700,0.3420678605089149,0.36472151118710117,1
299,704,0.26065796907774985,0.7765091811064596,1
249,483,0.5624932141881968,0.7052651584204721,1
267,701,0.5071116091874532,0.8287046147638962,1
56,193,0.37293450634452885,0.5290560468784664,1
208,255,0.22660802698491855,0.33138835685082746,1
225,867,0.7374576041523997,0.5449921781916783,1
23,322,0.7286600175155589,0.16668500265361297,1
190,442,0.17612478556619449,0.3522429531659008,1
23,152,0.3350371278187527,0.20178431250487505,1
44,23,0.8536595832600556,0.8717177303464386,1
135,223,0.4843908828089394,0.7037329458933278,1
158,103,0.9904673889709252,0.22590811517056486,1
232,838,0.37885365091551226,0.8878782049549926,1
200,259,0.32800642211893394,0.12204483823682344,1
60,340,0.39744652625148347,0.7033587794809794,1
251,637,0.5820830787428773,0.9875734298273798,1
222,244,0.9676176919623274,0.10463722318918922,1
198,848,0.2840393012473599,0.7950862873304598,1
69,879,0.11230571748437657,0.43865631230302793,1
296,935,0.5410789800978318,0.9341926146347607,1
178,221,0.7023009911509578,0.09923139625261745,1
214,981,0.16929158911284303,0.08077942786894943,1
177,132,0.6713897445699404,0.6358471537936019,1
47,450,0.5857473809446725,0.5432741683090513,1
125,787,0.16528101554208707,0.5857478792678261,1
208,396,0.13245377273391623,0.9650190177035862,1
155,160,0.6803282072604576,0.09679295190244153,1
106,433,0.5431012630467891,0.8642968676803237,1
8,409,0.014199901690996941,0.6079797768286919,1
226,16,0.7156693231962835,0.36553023546100927,1
276,635,0.1289102628452743,0.9185072730507851,1
241,268,0.48748059824270806,0.12261887306550356,1
87,561,0.9846067416965464,0.5304944547365289,1
292,167,0.9723021904818725,0.3480743475807484,1
113,46,0.05135233365486991,0.6578133942854605,1
183,508,0.5766188981614351,0.23027506921938556,1
7,959,0.2620558763327251,0.9180367084647298,1
172,285,0.19378926911556882,0.9446783392542023,1
227,434,0.1200846324196958,0.7165979626630467,1
30,334,0.9747074760859642,0.4805590742181527,1
224,381,0.7434602649008641,0.7545045334955319,1
299,878,0.713487870346789,0.14535073965819134,1
16,798,0.7036257464516739,0.54891266224399,1
80,813,0.175171643289044,0.16746532841055994,1
299,802,0.6031134827790051,0.046813237602405966,1
14,504,0.5451471332326752,0.4330595847010662,1
93,770,0.7224695241960419,0.24070322974720137,1
243,491,0.42063986413091126,0.7498336855368616,1
229,384,0.42092509024587355,0.36826943336938645,1
23,798,0.7781123747153971,0.34991093636484816,1
104,209,0.7670091130956593,0.6960670028767655,1
31,111,0.587993855450563,0.4224225775032975,1
269,219,0.9713461639741434,0.6987487780402681,1
57,360,0.8629709679507502,0.455021480528606,1
122,938,0.7506191812142424,0.5090027726199785,1
129,263,0.21201695461070402,0.46709804137480104,1
171,262,0.9760168080978988,0.295948797142466,1
96,242,0.9871387809385198,0.04050785114159772,1
93,973,0.4615637678653418,0.5616642743461373,1
205,243,0.19213065767305215,0.7127479400505096,1
108,450,0.110554584836428,0.5080996094764145,1
171,165,0.9296525185005763,0.4412269667149096,1
194,670,0.6435259378274416,0.022904629023229095,1
229,215,0.8370883255360678,0.7302319212592929,1
276,176,0.5785283290492749,0.9689748125361255,1
51,157,0.1316068333358661,0.42229379080017837,1
240,333,0.7500319745205564,0.46383518427649484,1
263,798,0.6357763375070012,0.1253237088092083,1
253,223,0.2920324058180709,0.022234146266004062,1
87,840,0.6248723957780833,0.171196926370333,1
177,967,0.7899983459443768,0.5152719175556575,1
20,837,0.524607358244485,0.9177434258113141,1
178,999,0.7725253393643686,0.05692716291607147,1
105,265,0.20352364090827058,0.7868265138758102,1
224,919,0.5219631604822697,0.01738513034709288,1
0,607,0.35940700993422403,0.3915369924917581,1
281,161,0.7263325961565773,0.1493448498928892,1
248,644,0.5869306986878382,0.46940316640848645,1
209,453,0.13829066487487718,0.9010443921252327,1
262,615,0.8532341597216129,0.713195206102255,1
174,72,0.03667450300073294,0.7779726883904694,1
200,528,0.8250675759272222,0.5357164932090619,1
85,750,0.24152219879496872,0.04912436006927723,1
143,730,0.8569470830119449,0.6436033496920132,1
134,528,0.7238731296164503,0.1716425801136211,1
149,659,0.8584250041810616,0.5905109348327113,1
130,783,0.4801083884175029,0.6095774119883762,1
208,792,0.2392783701313007,0.836557231926657,1
113,458,0.13997796568362397,0.9042175431006155,1
297,942,0.44641109597822204,0.9436371814300678,1
217,197,0.046181013445851904,0.18417988965502874,1
38,692,0.43663642054777585,0.42875919481898306,1
101,745,0.4286262617808828,0.809048321223412,1
124,851,0.41049221892401033,0.9232219736563343,1
212,234,0.8217584546450407,0.47536741184490616,1
143,627,0.110394915687963,0.08277513442727502,1
22,441,0.6269311139735996,0.14701670612003914,1
111,821,0.18768366816228477,0.49261406940520325,1
227,694,0.3437822518233652,0.6545489123457517,1
52,343,0.2888208898789073,0.18989380344969375,1
272,768,0.6135983496234106,0.5882040137526799,1
157,201,0.47681572174196785,0.32792668456522,1
197,786,0.864176684416528,0.3076220730637388,1
160,552,0.5546460938351138,0.7911046595128945,1
121,446,0.32773794823317726,0.4066391826490662,1
40,845,0.5806024830642598,0.26101135747389315,1
164,468,0.9485465539830058,0.7714215938711104,1
152,191,0.7357423679734693,0.4829824949703033,1
166,264,0.3691186234700391,0.14724171619101,1
109,36,0.9786201487234012,0.6145656934717569,1
23,149,0.9816697776251259,0.15305361423729447,1
187,517,0.6813191670836396,0.7027146736762497,1
198,934,0.8859555586379997,0.5310243421151953,1
267,321,0.14118082570949075,0.2945276641707668,1
98,591,0.8822032796664663,0.18115124566002383,1
198,424,0.6008100998509809,0.1381823525170328,1
85,190,0.40436217519242335,0.6289317808293311,1
164,976,0.9875800414866153,0.49186271936181925,1
223,676,0.4766046501859479,0.40414498361677353,1
151,588,0.061590360596762594,0.43386782130036905,1
215,684,0.3053345012369342,0.7489376330756846,1
173,693,0.4413217629524402,0.24782784458712148,1
35,40,0.6888422938541561,0.2805424223809375,1
167,696,0.39099602085393703,0.5256068597362991,1
244,420,0.7935937497105671,0.9241236390090842,1
209,394,0.48643994338980356,0.25541977896286794,1
276,623,0.43444535282477126,0.10504804104639864,1
129,831,0.12477061544015156,0.6559634611918966,1
191,819,0.5168066134688909,0.7523069926569756,1
267,149,0.4342536152688754,0.5262444714457113,1
165,352,0.8036318176752889,0.4096033052595627,1
269,603,0.43888396975852306,0.3376231376215356,1
42,962,0.07216573950413607,0.11881286476931108,1
267,666,0.677444889175938,0.17459026319456494,1
127,503,0.623218642238271,0.30212074181954696,1
45,33,0.7742051994684966,0.7024863198098952,1
112,992,0.26214099063907315,0.10036983894268792,1
218,746,0.9598584972856397,0.883313771181561,1
216,106,0.9172169675209496,0.9214239662649766,1
13,543,0.3518544595480797,0.6655306283575934,1
96,688,0.07003490238177312,0.9359795391198847,1
55,428,0.027020407123033108,0.6876342191203114,1
115,106,0.10293492399526538,0.6587074921117368,1
82,678,0.18043042698434708,0.28720853560024673,1
12,903,0.8425031723415163,0.18993809170536513,1
227,799,0.06330481758732787,0.7316655701758426,1
264,14,0.4854795540212661,0.0995535288565581,1
97,143,0.5573244188850277,0.11599310341026292,1
238,680,0.9197895118293696,0.34634865322285147,1
244,72,0.28704647971804775,0.8453978199928425,1
199,99,0.30676237213524105,0.7203807325666529,1
300,518,0.09849200367025435,0.7861977865581642,1
161,643,0.9763410338189076,0.23844600467273247,1
163,323,0.929565326257755,0.6858623976623943,1
19,414,0.5367162137908434,0.5983870170559643,1
169,519,0.9717511608174892,0.14780333257598088,1
139,810,0.13226016636733862,0.7166419725051518,1
6,946,0.019046946928424457,0.8676200124110288,1
4,710,0.7435730931631831,0.2839192489724567,1
99,303,0.2886556572585791,0.367623645615621,1
64,729,0.9545885390132528,0.5251407864813867,1
293,607,0.5641437654590928,0.6793625477193879,1
166,962,0.8531473080428528,0.1497648396559188,1
259,111,0.43568334789914753,0.8176621918141946,1
157,891,0.3769680594630842,0.28179643872086735,1
107,450,0.7501319045213003,0.020691022435597395,1
12,114,0.9393114845546279,0.6858329160351573,1
180,155,0.8191567804927826,0.9207081014986916,1
143,633,0.5312066604732357,0.233352098317556,1
236,140,0.06337016431089693,0.14128284242010647,1
52,275,0.633258813241053,0.5945243571606474,1
172,875,0.517550974216484,0.6598594400834709,1
89,422,0.9342942028236751,0.5307172270022519,1
276,300,0.6245192487414816,0.5217918648573543,1
213,168,0.6443935386656596,0.5770048110490195,1
46,259,0.8459565876885593,0.8068601514588426,1
228,763,0.7220405282072003,0.43589812297999586,1
31,648,0.8986052981419258,0.3528329775680875,1
286,557,0.20499476915478076,0.9657871692611296,1
123,680,0.0380422640209469,0.4668724167120658,1
104,347,0.7916747132715223,0.7201400578049034,1
267,720,0.008819131327368557,0.6521569154401287,1
143,728,0.20839124207736925,0.45983846054681654,1
264,184,0.40432059885265503,0.34322864822773114,1
182,669,0.018744495480729206,0.09013919626619693,1
107,458,0.05816896798046989,0.11686661244833696,1
191,405,0.5809324387492528,0.5424214468081738,1
94,871,0.30203145218018745,0.056268264078602415,1
286,775,0.6059888210262746,0.810733547384858,1
190,106,0.7663818614395623,0.664847028712365,1
37,723,0.9111724522626798,0.5426255847535902,1
114,13,0.6922163207666624,0.6940043723297764,1
195,598,0.7300260769896253,0.7306648573116326,1
67,229,0.4526976750095676,0.5333091232652948,1
19,802,0.5590230257746299,0.0825804809357723,1
52,536,0.045737310334434955,0.9107140256885057,1
110,931,0.6365101140903856,0.029900856289556965,1
217,523,0.22404213356981895,0.7869938398811022,1
185,603,0.6980978396610931,0.9649409471072196,1
72,956,0.35048772537027706,0.19524001151317938,1
41,555,0.6714780847168444,0.037480529470365176,1
106,505,0.3966133709665566,0.1101202504440173,1
126,3,0.5932889113032637,0.06456116445005255,1
245,882,0.6636304521547041,0.6192046545696788,1
129,646,0.39508338646287955,0.5375180789112011,1
163,921,0.5962692976396691,0.7301815647787746,1
66,457,0.06429446753678403,0.13912787578640384,1
269,323,0.9509055829365478,0.2626765390794328,1
24,937,0.3613745494365985,0.9007681799544669,1
33,327,0.011773548747236573,0.26662633252875256,1
30,971,0.5914561804933403,0.9332811456739554,1
254,353,0.2478656890297919,0.868342924032011,1
157,254,0.8787077553121181,0.8137158269682622,1
119,955,0.23251119543311105,0.6859618627127774,1
280,653,0.8391934325421402,0.16503246161641527,1
284,223,0.8008787892518617,0.44374342965401636,1
91,966,0.5224810735457966,0.3951591905432055,1
106,321,0.9516360357698704,0.023638599209229505,1
174,577,0.9116647335528865,0.5399404504289614,1
240,856,0.926827932514313,0.5104307321013553,1
72,810,0.8522534584919467,0.004566779583720426,1
232,94,0.031177393265055198,0.2961528312282238,1
279,155,0.6105080359935803,0.18208199906283196,1
130,18,0.14314982209288885,0.44732261137712703,1
291,83,0.31491757666412057,0.5717394097269124,1
105,958,0.3060489735257462,0.5236369521381065,1
109,254,0.886580201500807,0.04092581938118389,1
134,575,0.057982962687199824,0.9004245535200777,1
13,959,0.3281000926144825,0.26731293120298005,1
212,801,0.612999803030711,0.5086303269427235,1
66,998,0.28119529733725224,0.8167069921612958,1
203,753,0.7437681796543805,0.9102113092503277,1
243,617,0.6341323371823897,0.9877496852292794,1
199,415,0.5269880784327993,0.9078662429511761,1
126,186,0.9477518363931178,0.007464925755580887,1
98,968,0.30098809713602737,0.14613068623664593,1
230,312,0.5274508286740606,0.6366296823906958,1
62,647,0.3863909486809477,0.655194915663244,1
98,149,0.023851030788276995,0.3904333393870091,1
152,404,0.9689757362811914,0.4795779952921948,1
38,485,0.38017881404150755,0.7605522093693399,1
267,5,0.8306511260903134,0.7208652600798664,1
33,841,0.4192975984917382,0.0810959053339605,1
244,673,0.9612757957544166,0.4986673484349279,1
235,36,0.26410012056204957,0.41648994525992267,1
277,992,0.02772688778502752,0.35256874855739984,1
19,371,0.5874565136614266,0.2273470866087408,1
249,456,0.8427695178214447,0.18161280635760324,1
250,321,0.9731958345958283,0.4711910355491117,1
73,626,0.08738623944855861,0.5263807202708839,1
218,221,0.5082595409715696,0.9189614940270348,1
227,925,0.9035571501013112,0.5212865959399124,1
53,710,0.8610698035895668,0.5192756009499163,1
123,452,0.2708539606872854,0.3850334558540449,1
27,883,0.018098794839616072,0.40236678870983156,1
45,942,0.5027264414724718,0.82230973198452,1
93,327,0.6683036623171948,0.8647890539769908,1
51,664,0.910709828795142,0.6059383586755887,1
98,436,0.20773836136345325,0.7645035335172676,1
232,27,0.5037758890541155,0.8024326341900746,1
232,405,0.029888280144295898,0.024159116470202857,1
300,544,0.12414407557308227,0.613680239815429,1
241,603,0.7486425775822022,0.23997016306524033,1
254,497,0.4446664666551652,0.6372023507244726,1
173,186,0.6159851746380547,0.46878732530367284,1
85,955,0.31894080426159943,0.09378992818746035,1
115,293,0.028788991810908326,0.5961010310139107,1
174,984,0.08974118433650635,0.7540884736585397,1
83,124,0.7632955530081799,0.42348272014325405,1
98,936,0.3451502243562373,0.3626987768095262,1
156,931,0.2408936796369694,0.28963046929772773,1
280,629,0.3530856880238634,0.5688954285980288,1
175,285,0.728767981101146,0.6423771174158563,1
36,172,0.03973351878072673,0.576178131965508,1
288,184,0.5058527565239005,0.8115366888901222,1
216,34,0.7803041708906833,0.25380374615984425,1
183,869,0.8887872887931607,0.16444379977736234,1
29,18,0.4616127653583072,0.3534768242129933,1
98,376,0.06322608296832022,0.1825446404279023,1
5,440,0.15780999964585363,0.20122276918520232,1
106,988,0.09737798747942938,0.07024879263861639,1
231,643,0.5213979751775084,0.7148089328705269,1
277,88,0.8011989112758245,0.33166773960771856,1
151,211,0.6158662606686796,0.16228551311191186,1
104,965,0.8539254626756906,0.35795323397189205,1
136,447,0.08755039919767882,0.5706994755345728,1
10,81,0.570718690141546,0.3514481978756615,1
101,89,0.03561757851584779,0.009813128085110367,1
6,617,0.7410892031855801,0.25442610075622707,1
183,969,0.7888601556628884,0.5091882914298004,1
107,383,0.08042605306321027,0.3662090177230092,1
38,344,0.3910410607028453,0.243722248820324,1
89,119,0.2726970231370138,0.7016661661990589,1
1,816,0.27013044927484753,0.040074407454537275,1
118,703,0.15650773237996407,0.8815149402962275,1
6,848,0.5890874306396704,0.44318321289470075,1
270,34,0.1646519020896976,0.32624358451321844,1
161,559,0.9478850142793181,0.5612425494481292,1
131,482,0.44038894328316347,0.4162974885515187,1
20,748,0.35733024690776305,0.30378259783260575,1
98,408,0.18384876296645536,0.06314739292062488,1
91,970,0.31001014616131783,0.9698777006945257,1
246,170,0.6947987725031743,0.6851102805571065,1
197,627,0.00829818379316305,0.2795525472683723,1
232,713,0.6666575988953004,0.6971238784640036,1
150,497,0.17534659211343073,0.04262063431932872,1
25,910,0.9527686179188353,0.8610097552520221,1
31,254,0.9345453616548857,0.7073960809047967,1
195,326,0.1691211900159354,0.9090289563968066,1
123,908,0.6853937926866709,0.8075991799608119,1
171,36,0.940917589361593,0.1660470437708238,1
21,732,0.14814429773860704,0.06734471004820486,1
43,688,0.315974304683459,0.03254241579177919,1
268,669,0.8391565727249747,0.2875039961170177,1
112,590,0.7310603102164414,0.1087365142341069,1
90,519,0.23413106363639846,0.8111450490139452,1
168,608,0.638744977083087,0.09906026233528298,1
229,456,0.5523348615449757,0.6680542115319017,1
151,514,0.36248869013348683,0.5245845560261344,1
119,695,0.9845892343541786,0.9856626621428523,1
241,226,0.9032068460370712,0.5474288994163975,1
240,257,0.4881600768080314,0.17750105201952293,1
276,451,0.4959430987907799,0.032793383025041534,1
251,663,0.18209681705133718,0.8084692993651418,1
45,293,0.12895913257920866,0.026449760642490272,1
204,767,0.9865094027602449,0.11820158684880222,1
92,930,0.40251063492715344,0.44909214388636964,1
41,445,0.4943100010409407,0.6490434220721037,1
180,134,0.22539446395240348,0.6845175418181404,1
143,828,0.039547037320030065,0.9902479096127846,1
93,784,0.6188364516976032,0.07932551410729316,1
291,102,0.36183666512447465,0.6068741457802959,1
237,887,0.08541461371297177,0.7795958633333765,1
236,670,0.016377247027727027,0.7271331593358512,1
74,523,0.8761103023713276,0.26682353738487585,1
212,532,0.6517805330076453,0.14848968625490677,1
190,169,0.6261813877549991,0.6517727279682078,1
81,917,0.6563729556417636,0.28883389823795147,1
187,17,0.6585586840794168,0.42433354563967374,1
37,285,0.4036995320286222,0.2769772103362532,1
218,973,0.799035289920105,0.6765310109677334,1
71,352,0.397713111404572,0.40384757759543255,1
7,254,0.8907873627457704,0.6803534043636881,1
216,168,0.28860657184974436,0.7010946345309018,1
284,831,0.7927064503495512,0.060671814311318406,1
176,75,0.2948699485247209,0.3074535819133637,1
186,685,0.19446919257851425,0.7145067086753525,1
290,317,0.36683037767880833,0.46123683692565287,1
238,634,0.9770918041296691,0.31707600879924813,1
46,272,0.2749252695146138,0.5430732820506349,1
142,53,0.18693348813730493,0.7754571042558365,1
274,851,0.6781442149617912,0.17187005473590933,1
242,379,0.9544638576598947,0.7096336695228244,1
280,441,0.7272566022511184,0.9589929779465561,1
73,286,0.6914260460312739,0.3883502005844568,1
264,943,0.23240719222358353,0.326350046148306,1
256,299,0.29005631157377787,0.46823611556800016,1
207,739,0.44246218930617565,0.20379944918162485,1
16,704,0.4601710887841345,0.7532289307987324,1
1,743,0.7507549665243168,0.46578995545387203,1
55,454,0.42173634839695107,0.7705208877751278,1
282,834,0.6058243685612572,0.16524826819810612,1
254,386,0.3925806994852582,0.4668560917241401,1
211,944,0.5150793871389047,0.12779533143044441,1
277,14,0.12435665185826406,0.19260643560649648,1
299,373,0.852748179943644,0.3442736738402701,1
150,689,0.06178990750391422,0.6063129435237258,1
242,852,0.7631932642329724,0.20344467334180605,1
87,114,0.711252001612892,0.46240963149442993,1
222,35,0.05733258558709353,0.9292735795917275,1
110,299,0.46043210115759425,0.8412695352775695,1
220,314,0.13030377409739435,0.43065082800836096,1
296,975,0.44432565972496874,0.4229981025690249,1
284,185,0.40216024086880287,0.663589536191615,1
254,86,0.4745844270288432,0.11262204093230743,1
205,744,0.6270286109018036,0.45141566840963165,1
1,990,0.36205231857947495,0.010478542773048938,1
261,36,0.5055584660741427,0.3714031747113532,1
194,681,0.46113338688273164,0.2343197679297162,1
160,184,0.682280183371922,0.6698227355162204,1
213,322,0.6600146938459637,0.5222731334454623,1
155,848,0.6853137101623056,0.7067450564143924,1
203,993,0.08808219792778527,0.06339114426051928,1
269,233,0.7077709355245216,0.3674026918649498,1
153,992,0.9226370466627601,0.9952301495990202,1
248,546,0.8179936319131197,0.8767212466011565,1
201,280,0.9388005327641507,0.8837590849064225,1
237,973,0.6476245129988837,0.7417102083279737,1
253,62,0.4891273605999771,0.8294545089493963,1
278,536,0.6758554741909677,0.39982675395384293,1
291,236,0.07267030569151123,0.15945129790025137,1
187,821,0.23088142839940207,0.29227712846987297,1
204,146,0.21575301433830774,0.1541310238377579,1
216,360,0.6347608611069522,0.725011372187965,1
291,520,0.7524961669101635,0.4795507709984934,1
135,869,0.7441996758907496,0.9691471208967625,1
286,106,0.544261093538664,0.22191575793906815,1
292,477,0.5315564515265767,0.12205862956210978,1
211,379,0.08764596047723261,0.7107960943127577,1
106,715,0.13948475003554073,0.9614345185701785,1
61,286,0.7346949936892067,0.30484565589800394,1
47,438,0.46676986009008026,0.5409244752347122,1
165,511,0.3555920375881164,0.3551122512526965,1
60,904,0.1606596253732705,0.8048507899957844,1
197,694,0.9509808526748368,0.08417933453137838,1
203,251,0.6172570359622341,0.5576365066561172,1
154,750,0.8471000487347013,0.44443918284288464,1
215,682,0.36005958159407514,0.3366355844927158,1
205,238,0.40801216466602364,0.6207737055723805,1
17,776,0.6755152368136325,0.40051638241454757,1
16,614,0.7232585773922843,0.8906392177796112,1
270,206,0.8772718900312496,0.4182650292729323,1
275,759,0.09308454186815851,0.005405979332839594,1
276,725,0.1959984193522072,0.9901271537739988,1
127,962,0.5866918135094301,0.18327323488494518,1
163,33,0.9831322508898309,0.5201058852705436,1
185,298,0.2104548151463952,0.9565247565787914,1
287,569,0.9699770079223319,0.30858184678225553,1
93,841,0.316502886430153,0.44634060417484156,1
123,854,0.9482595270852763,0.017808795610345207,1
24,985,0.49611582891726425,0.3478626568526362,1
44,930,0.6975294777455633,0.6955126152749341,1
136,10,0.12578778117445955,0.37358457054061844,1
16,663,0.07472564080259725,0.7248539292045344,1
147,73,0.30280569007181457,0.2795902111090539,1
204,563,0.9002676737562405,0.7711008209128613,1
270,428,0.36365684781491436,0.21477744921039088,1
129,476,0.7310551945582475,0.4610644712722811,1
73,551,0.7749566021848513,0.0899412364907618,1
93,585,0.6353991907949949,0.8904157073687635,1
98,741,0.5565657202674615,0.7045988528318242,1
141,72,0.8634511037380623,0.8711976391494065,1
221,974,0.6221420053872045,0.6239333588025879,1
203,164,0.5678443239111749,0.1247006022170809,1
274,236,0.4766438795958029,0.9634026103975462,1
95,626,0.8567657981314404,0.9307082815331558,1
184,794,0.1500474598426994,0.07384677738114986,1
235,12,0.18587272892331796,0.7314906455343593,1
142,499,0.3192189399738429,0.5882918794285535,1
283,878,0.6912126767691587,0.29866379370801643,1
62,26,0.35319544026209226,0.21706280560760127,1
119,29,0.33138639563290373,0.4239629056972952,1
252,139,0.4833038995852116,0.8814131971433804,1
249,960,0.49195650651071,0.9364635160595252,1
202,391,0.6286393673474283,0.9896201893677231,1
223,131,0.9217895272422049,0.4709675545397245,1
258,596,0.4080682433190238,0.38194874460809447,1
29,817,0.5469804735881373,0.011471732738689733,1
128,129,0.056623971078573865,0.41751966493370396,1
51,275,0.2969103412533508,0.4707538441697743,1
216,267,0.5060984903977203,0.5655859554528827,1
68,431,0.8983901409680426,0.6989788556089829,1
266,963,0.22015859541799432,0.14178793110296084,1
201,492,0.4801577467266053,0.7696102978445152,1
93,966,0.11088769541498311,0.09640507821150712,1
276,13,0.07298767337935397,0.8492883548775334,1
269,202,0.8949248894409344,0.13229278582912107,1
265,825,0.7781779826355606,0.44210849327286894,1
233,65,0.607914863211666,0.6235704681791273,1
64,524,0.47454369605929303,0.9380966304111956,1
158,482,0.6838317596272551,0.635998733944433,1
293,746,0.449256475193742,0.16126324725206576,1
1,128,0.8425263539685506,0.15670261510499595,1
190,362,0.523918058300406,0.8219231767980111,1
102,128,0.9347511425821378,0.5484264432672941,1
235,66,0.27142270191221485,0.5198585884565056,1
243,830,0.6792631463415004,0.5763836262709434,1
175,727,0.7072974271833947,0.38611886243346194,1
149,849,0.18515301328213074,0.16589273567234075,1
36,42,0.01032883465517287,0.6771300250757697,1
82,973,0.2895086973063852,0.06164000500501032,1
